CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,KMeans_Cluster,Hierarchical_Cluster
13118,19,79,1197.8100000000002,4,4,4,444,0,0
13120,238,1,30.6,1,1,1,111,1,2
13121,268,50,283.73,1,3,2,132,1,2
13122,93,55,922.39,2,3,3,233,0,0
13124,89,222,3756.33,2,5,5,255,0,0
13126,4,140,2099.64,5,5,5,555,0,0
13127,77,15,259.17,2,2,2,222,0,0
13130,93,2,64.0,2,1,1,211,0,0
13131,22,44,1073.3,4,3,4,434,0,0
13132,261,3,77.3,1,1,1,111,1,2
13133,273,7,109.8,1,1,1,111,1,2
13134,85,98,1793.58,2,4,4,244,0,0
13135,196,1,3096.0,1,1,5,115,1,2
13136,55,127,2607.61,3,5,5,355,0,0
13137,10,687,3603.29,5,5,5,555,0,0
13138,21,63,962.39,4,4,4,444,0,0
13139,15,170,5064.9400000000005,4,5,5,455,0,0
13140,107,45,422.47,2,3,2,232,0,0
13141,84,135,2388.75,2,5,5,255,0,0
13142,18,23,307.09000000000003,4,2,2,422,0,0
13144,332,3,110.95,1,1,1,111,1,2
13145,39,6,618.52,3,1,3,313,0,0
13146,25,17,228.91,4,2,1,421,0,0
13147,9,4,712.8,5,1,3,513,0,0
13148,28,312,3683.26,4,5,5,455,0,0
13149,13,86,1676.06,4,4,4,444,0,0
13151,295,74,1257.87,1,4,4,144,1,2
13153,5,15,486.22,5,2,2,522,0,0
13155,32,85,971.76,4,4,4,444,0,0
13157,48,87,1741.22,3,4,4,344,0,0
13158,94,79,1201.06,2,4,4,244,0,0
13159,8,120,1429.35,5,4,4,544,0,0
13160,21,4,91.8,4,1,1,411,0,0
13161,312,8,112.75,1,1,1,111,1,2
13162,121,79,1688.29,2,4,4,244,0,0
13165,45,42,1021.48,3,3,4,334,0,0
13166,282,41,417.2,1,3,2,132,1,2
13167,18,65,791.33,4,4,3,443,0,0
13168,35,126,1299.59,3,5,4,354,0,0
13169,63,13,712.88,3,1,3,313,0,0
13170,26,30,108.81,4,3,1,431,0,0
13171,21,46,468.41,4,3,2,432,0,0
13173,3,43,353.65000000000003,5,3,2,532,0,0
13174,15,293,2742.82,4,5,5,455,0,0
13176,45,67,481.49,3,4,2,342,0,0
13177,64,17,282.45,3,2,2,322,0,0
13178,25,265,5725.47,4,5,5,455,0,0
13182,44,11,121.18,3,1,1,311,0,0
13183,7,94,3957.78,5,4,5,545,0,0
13184,14,179,1668.95,4,5,4,454,0,0
13185,267,1,71.4,1,1,1,111,1,2
13186,39,79,1575.89,3,4,4,344,0,0
13187,336,37,236.02,1,3,1,131,1,2
13188,10,2,114.6,5,1,1,511,0,0
13189,18,29,260.68,4,2,2,422,0,0
13192,94,63,911.94,2,4,3,243,0,0
13193,60,25,112.08,3,2,1,321,0,0
13194,135,3,60.7,2,1,1,211,0,2
13196,10,110,1797.78,5,4,4,544,0,0
13198,9,226,3401.24,5,5,5,555,0,0
13199,3,119,9817.12,5,4,5,545,0,0
13200,18,46,870.09,4,3,3,433,0,0
13203,9,57,869.46,5,3,3,533,0,0
13207,14,8,250.26000000000005,4,1,2,412,0,0
13208,58,148,1217.65,3,5,4,354,0,0
13209,29,321,5891.61,4,5,5,455,0,0
13210,93,22,353.48,2,2,2,222,0,0
13211,9,55,1095.42,5,3,4,534,0,0
13212,19,141,786.83,4,5,3,453,0,0
13213,56,90,1520.58,3,4,4,344,0,0
13216,267,5,333.74,1,1,2,112,1,2
13217,121,4,533.98,2,1,3,213,0,0
13218,126,5,62.64,2,1,1,211,0,2
13220,77,21,819.2900000000001,2,2,3,223,0,0
13221,239,66,847.41,1,4,3,143,1,2
13223,199,5,163.2,1,1,1,111,1,2
13224,59,108,2155.95,3,4,5,345,0,0
13225,2,32,6463.84,5,3,5,535,0,0
13226,272,16,108.21,1,2,1,121,1,2
13227,201,9,257.7,1,1,2,112,1,2
13228,80,2,358.0,2,1,2,212,0,0
13229,225,10,160.95,1,1,1,111,1,2
13230,3,587,2755.63,5,5,5,555,0,0
13232,12,202,1328.35,5,5,4,554,0,0
13233,73,43,605.12,2,3,3,233,0,0
13235,211,58,1031.07,1,4,4,144,1,2
13236,24,36,744.85,4,3,3,433,0,0
13238,16,31,700.73,4,3,3,433,0,0
13239,261,21,329.56,1,2,2,122,1,2
13240,95,67,663.65,2,4,3,243,0,0
13242,111,13,270.40000000000003,2,1,2,212,0,0
13243,202,57,585.12,1,3,3,133,1,2
13244,92,27,121.74,2,2,1,221,0,0
13245,50,16,430.5,3,2,2,322,0,0
13246,17,136,1961.52,4,5,4,454,0,0
13247,17,25,501.12,4,2,3,423,0,0
13248,124,26,465.68,2,2,2,222,0,0
13249,91,23,711.41,2,2,3,223,0,0
13253,156,36,1030.4,2,3,4,234,1,2
13255,8,13,399.51,5,1,2,512,0,0
13258,11,36,672.8299999999999,5,3,3,533,0,0
13259,61,81,283.18,3,4,2,342,0,0
13260,60,8,557.62,3,1,3,313,0,0
13261,268,9,944.1,1,1,4,114,1,2
13262,262,11,200.29,1,1,1,111,1,2
13263,0,1667,7436.93,5,5,5,555,0,0
13265,52,90,2092.66,3,4,5,345,0,0
13266,10,187,3834.26,5,5,5,555,0,0
13267,2,211,4521.49,5,5,5,555,0,0
13268,17,433,3174.75,4,5,5,455,0,0
13269,0,315,5343.28,5,5,5,555,0,0
13270,365,1,590.0,1,1,3,113,1,2
13271,36,87,211.49,3,4,1,341,0,0
13272,30,15,276.56,4,2,2,422,0,0
13273,112,16,138.98,2,2,1,221,0,0
13276,63,30,590.9300000000001,3,3,3,333,0,0
13277,15,8,258.4,4,1,2,412,0,0
13278,40,46,542.73,3,3,3,333,0,0
13279,77,9,137.75,2,1,1,211,0,0
13280,121,82,798.46,2,4,3,243,0,0
13282,17,37,1132.14,4,3,4,434,0,0
13283,59,7,93.66,3,1,1,311,0,0
13284,330,13,201.19,1,1,1,111,1,2
13285,22,187,2709.12,4,5,5,455,0,0
13291,155,42,361.11,2,3,2,232,1,2
13292,38,31,578.9399999999999,3,3,3,333,0,0
13294,189,54,873.74,1,3,3,133,1,2
13295,359,10,201.2,1,1,1,111,1,2
13296,136,5,87.4,2,1,1,211,0,2
13297,7,59,2089.85,5,4,5,545,0,0
13298,0,2,360.0,5,1,2,512,0,0
13299,267,5,142.5,1,1,1,111,1,2
13300,168,20,371.89,2,2,2,222,1,2
13301,103,81,618.09,2,4,3,243,0,0
13302,154,1,63.75,2,1,1,211,1,2
13304,350,21,300.42,1,2,2,122,1,2
13305,3,81,2000.86,5,4,4,544,0,0
13307,119,1,15.0,2,1,1,211,0,0
13308,22,54,1385.51,4,3,4,434,0,0
13309,6,107,1456.79,5,4,4,544,0,0
13310,27,72,1132.03,4,4,4,444,0,0
13311,3,26,598.57,5,2,3,523,0,0
13313,21,78,1555.3200000000002,4,4,4,444,0,0
13314,1,62,775.9399999999999,5,4,3,543,0,0
13316,36,86,5732.93,3,4,5,345,0,0
13317,65,124,2273.68,3,5,5,355,0,0
13318,0,20,640.76,5,2,3,523,0,0
13319,4,476,10845.55,5,5,5,555,0,0
13320,77,105,1532.2,2,4,4,244,0,0
13321,71,11,567.36,3,1,3,313,0,0
13322,16,25,199.48,4,2,1,421,0,0
13323,2,21,787.85,5,2,3,523,0,0
13324,35,75,7121.95,3,4,5,345,0,0
13325,81,12,675.3,2,1,3,213,0,0
13327,38,108,3627.77,3,4,5,345,0,0
13328,315,17,1308.48,1,2,4,124,1,2
13329,31,17,789.0,4,2,3,423,0,0
13330,92,53,1140.93,2,3,4,234,0,0
13332,13,21,350.9,4,2,2,422,0,0
13334,81,265,3502.32,2,5,5,255,0,0
13336,76,51,795.12,2,3,3,233,0,0
13338,157,19,487.02,2,2,2,222,1,2
13339,200,54,860.12,1,3,3,133,1,2
13340,44,134,10736.48,3,5,5,355,0,0
13341,260,42,775.85,1,3,3,133,1,2
13343,177,19,353.43,2,2,2,222,1,2
13344,67,116,2511.69,3,4,5,345,0,0
13345,287,20,389.5,1,2,2,122,1,2
13347,69,8,341.35999999999996,3,1,2,312,0,0
13348,63,14,233.76,3,1,1,311,0,0
13349,10,16,247.32,5,2,1,521,0,0
13350,15,40,979.12,4,3,4,434,0,0
13351,65,16,373.94,3,2,2,322,0,0
13352,59,24,397.98,3,2,2,322,0,0
13354,70,51,743.53,3,3,3,333,0,0
13355,121,32,674.7,2,3,3,233,0,2
13356,79,42,768.24,2,3,3,233,0,0
13357,256,89,609.4,1,4,3,143,1,2
13358,268,29,439.03,1,2,2,122,1,2
13359,63,23,439.56,3,2,2,322,0,0
13362,8,166,3090.74,5,5,5,555,0,0
13363,17,60,992.5,4,4,4,444,0,0
13364,70,10,134.95999999999998,3,1,1,311,0,0
13365,33,128,2225.37,3,5,5,355,0,0
13366,49,1,56.16,3,1,1,311,0,0
13368,256,29,623.4,1,2,3,123,1,2
13369,365,14,308.28000000000003,1,1,2,112,1,2
13370,371,39,754.87,1,3,3,133,1,2
13372,89,23,378.64,2,2,2,222,0,0
13373,60,158,3312.25,3,5,5,355,0,0
13375,88,37,778.65,2,3,3,233,0,0
13376,98,53,1019.76,2,3,4,234,0,0
13379,25,97,572.56,4,4,3,443,0,0
13381,31,172,3639.31,4,5,5,455,0,0
13382,280,15,222.99,1,2,1,121,1,2
13384,30,152,4151.93,4,5,5,455,0,0
13385,329,35,534.57,1,3,3,133,1,2
13388,130,35,677.1,2,3,3,233,0,2
13389,10,51,797.96,5,3,3,533,0,0
13390,74,13,544.08,2,1,3,213,0,0
13391,203,1,59.8,1,1,1,111,1,2
13394,1,155,2520.02,5,5,5,555,0,0
13395,184,21,307.72,1,2,2,122,1,2
13396,28,43,1360.99,4,3,4,434,0,0
13397,72,38,1544.13,2,3,4,234,0,0
13398,191,26,457.34,1,2,2,122,1,2
13402,126,39,621.23,2,3,3,233,0,2
13403,17,3,75.0,4,1,1,411,0,0
13404,0,11,252.49,5,1,2,512,0,0
13405,73,27,572.451,2,2,3,223,0,0
13408,1,478,28117.04,5,5,5,555,0,0
13410,23,28,1003.06,4,2,4,424,0,0
13411,106,18,213.55,2,2,1,221,0,0
13414,133,24,1390.5,2,2,4,224,0,2
13416,43,19,712.5,3,2,3,323,0,0
13417,4,28,640.83,5,2,3,523,0,0
13418,11,304,6127.43,5,5,5,555,0,0
13419,63,16,221.06,3,2,1,321,0,0
13420,149,8,159.85,2,1,1,211,1,2
13421,39,102,1833.71,3,4,4,344,0,0
13422,63,127,2626.3,3,5,5,355,0,0
13425,107,78,1624.21,2,4,4,244,0,0
13426,0,157,3641.32,5,5,5,555,0,0
13427,18,29,582.6,4,2,3,423,0,0
13428,9,71,201.78,5,4,1,541,0,0
13429,10,67,1006.8,5,4,4,544,0,0
13430,18,49,679.4499999999999,4,3,3,433,0,0
13431,66,46,1269.1,3,3,4,334,0,0
13434,73,10,534.24,2,1,3,213,0,0
13435,4,101,3809.89,5,4,5,545,0,0
13436,1,12,196.89,5,1,1,511,0,0
13437,13,167,3408.06,4,5,5,455,0,0
13439,254,54,283.71,1,3,2,132,1,2
13441,91,13,296.64,2,1,2,212,0,0
13447,22,59,1129.14,4,4,4,444,0,0
13448,16,194,3534.69,4,5,5,455,0,0
13449,23,19,291.88,4,2,2,422,0,0
13450,26,71,2043.72,4,4,4,444,0,0
13451,25,433,2898.26,4,5,5,455,0,0
13452,258,2,590.0,1,1,3,113,1,2
13453,165,17,356.97999999999996,2,2,2,222,1,2
13455,24,46,1058.34,4,3,4,434,0,0
13456,17,63,1766.72,4,4,4,444,0,0
13458,6,382,9646.57,5,5,5,555,0,0
13460,28,17,183.44,4,2,1,421,0,0
13461,38,27,1445.0,3,2,4,324,0,0
13462,252,9,151.5,1,1,1,111,1,2
13464,57,41,674.68,3,3,3,333,0,0
13466,183,17,307.90000000000003,1,2,2,122,1,2
13467,10,98,1071.91,5,4,4,544,0,0
13468,1,302,5704.97,5,5,5,555,0,0
13470,98,10,165.0,2,1,1,211,0,0
13471,0,254,2501.84,5,5,5,555,0,0
13473,60,21,422.64,3,2,2,322,0,0
13474,235,62,226.84,1,4,1,141,1,2
13475,190,86,1431.78,1,4,4,144,1,2
13476,178,58,1238.47,2,4,4,244,1,2
13477,37,79,1454.58,3,4,4,344,0,0
13479,200,15,300.95,1,2,2,122,1,2
13481,45,109,1804.56,3,4,4,344,0,0
13482,231,11,184.64,1,1,1,111,1,2
13483,65,10,140.34,3,1,1,311,0,0
13484,240,8,313.8,1,1,2,112,1,2
13485,232,23,454.24,1,2,2,122,1,2
13486,77,69,1122.41,2,4,4,244,0,0
13487,57,34,575.4,3,3,3,333,0,0
13488,16,422,8968.31,4,5,5,455,0,0
13489,104,14,449.52,2,1,2,212,0,0
13491,51,86,1215.82,3,4,4,344,0,0
13492,135,50,1269.84,2,3,4,234,0,2
13493,274,8,618.63,1,1,3,113,1,2
13494,311,18,316.26,1,2,2,122,1,2
13495,7,48,2044.87,5,3,4,534,0,0
13496,10,35,653.33,5,3,3,533,0,0
13497,282,19,348.05,1,2,2,122,1,2
13499,17,42,1159.11,4,3,4,434,0,0
13500,22,65,1166.77,4,4,4,444,0,0
13501,287,52,1340.32,1,3,4,134,1,2
13502,16,18,292.0,4,2,2,422,0,0
13503,70,17,216.85,3,2,1,321,0,0
13504,63,22,295.93,3,2,2,322,0,0
13505,72,215,4393.63,2,5,5,255,0,0
13506,315,26,458.52,1,2,2,122,1,2
13507,2,162,2479.16,5,5,5,555,0,0
13508,243,12,110.97,1,1,1,111,1,2
13509,8,44,979.72,5,3,4,534,0,0
13510,0,115,1791.56,5,4,4,544,0,0
13512,260,15,251.21,1,2,2,122,1,2
13513,126,10,205.1,2,1,1,211,0,2
13514,73,4,152.20000000000005,2,1,1,211,0,0
13515,72,59,891.12,2,4,3,243,0,0
13516,20,44,1389.41,4,3,4,434,0,0
13517,59,141,2128.42,3,5,5,355,0,0
13518,85,36,627.16,2,3,3,233,0,0
13519,77,8,122.75,2,1,1,211,0,0
13520,58,93,3624.35,3,4,5,345,0,0
13521,0,418,1071.73,5,5,4,554,0,0
13522,29,5,125.8,4,1,1,411,0,0
13523,32,172,3964.88,4,5,5,455,0,0
13524,40,27,680.1800000000001,3,2,3,323,0,0
13525,14,6,628.78,4,1,3,413,0,0
13527,33,217,2242.36,3,5,5,355,0,0
13529,78,15,307.76,2,2,2,222,0,0
13531,204,22,483.8,1,2,2,122,1,2
13532,33,66,210.31,3,4,1,341,0,0
13533,182,75,269.09,1,4,2,142,1,2
13534,1,296,5870.08,5,5,5,555,0,0
13536,0,178,3444.39,5,5,5,555,0,0
13538,42,25,1280.85,3,2,4,324,0,0
13539,85,37,631.34,2,3,3,233,0,0
13544,39,78,276.06,3,4,2,342,0,0
13546,11,97,621.09,5,4,3,543,0,0
13548,95,123,678.16,2,5,3,253,0,0
13549,25,51,918.2,4,3,3,433,0,0
13551,318,4,91.8,1,1,1,111,1,2
13552,65,109,3740.07,3,4,5,345,0,0
13555,73,135,4098.88,2,5,5,255,0,0
13557,27,34,584.06,4,3,3,433,0,0
13558,5,169,594.52,5,5,3,553,0,0
13560,6,32,171.42000000000002,5,3,1,531,0,0
13561,215,14,141.86,1,1,1,111,1,2
13562,81,82,1799.33,2,4,4,244,0,0
13563,83,49,777.53,2,3,3,233,0,0
13564,143,81,1724.67,2,4,4,244,0,2
13565,18,38,240.22,4,3,1,431,0,0
13566,40,169,856.84,3,5,3,353,0,0
13568,172,43,187.05,2,3,1,231,1,2
13569,16,79,338.62,4,4,2,442,0,0
13570,242,27,239.49,1,2,1,121,1,2
13571,12,340,2088.94,5,5,5,555,0,0
13572,205,33,1384.25,1,3,4,134,1,2
13573,49,25,290.25,3,2,2,322,0,0
13575,22,46,732.07,4,3,3,433,0,0
13576,9,126,6717.34,5,5,5,555,0,0
13577,24,83,1687.6,4,4,4,444,0,0
13579,14,23,467.04,4,2,2,422,0,0
13581,308,10,118.0,1,1,1,111,1,2
13583,155,53,781.03,2,3,3,233,1,2
13584,306,24,142.4,1,2,1,121,1,2
13587,63,8,712.4,3,1,3,313,0,0
13588,15,174,2478.95,4,5,5,455,0,0
13589,14,21,379.65,4,2,2,422,0,0
13590,10,87,1981.92,5,4,4,544,0,0
13591,64,58,1117.13,3,4,4,344,0,0
13592,35,16,247.96,3,2,1,321,0,0
13593,107,127,2011.88,2,5,4,254,0,0
13594,52,26,396.97,3,2,2,322,0,0
13596,5,146,664.11,5,5,3,553,0,0
13598,46,35,160.04,3,3,1,331,0,0
13599,0,246,5149.92,5,5,5,555,0,0
13600,311,19,219.52,1,2,1,121,1,2
13601,44,99,693.3199999999999,3,4,3,343,0,0
13602,64,23,428.89,3,2,2,322,0,0
13603,25,27,164.34,4,2,1,421,0,0
13606,28,40,276.75,4,3,2,432,0,0
13607,39,97,675.51,3,4,3,343,0,0
13610,11,215,1082.33,5,5,4,554,0,0
13611,88,72,1154.4,2,4,4,244,0,0
13614,23,195,1585.46,4,5,4,454,0,0
13615,318,23,417.69,1,2,2,122,1,2
13617,39,44,544.18,3,3,3,333,0,0
13618,173,13,177.34,2,1,1,211,1,2
13621,116,19,213.85,2,2,1,221,0,0
13623,30,78,727.74,4,4,3,443,0,0
13626,252,19,257.23,1,2,2,122,1,2
13627,58,92,1638.47,3,4,4,344,0,0
13629,22,59,7792.36,4,4,5,445,0,0
13630,4,71,2031.78,5,4,4,544,0,0
13631,99,11,3070.42,2,1,5,215,0,0
13632,24,145,2118.93,4,5,5,455,0,0
13634,32,186,1547.36,4,5,4,454,0,0
13635,67,62,1071.03,3,4,4,344,0,0
13636,36,63,949.12,3,4,4,344,0,0
13637,51,99,804.3,3,4,3,343,0,0
13638,15,8,122.64,4,1,1,411,0,0
13639,73,40,1033.34,2,3,4,234,0,0
13642,215,57,312.28,1,3,2,132,1,2
13643,30,28,519.44,4,2,3,423,0,0
13644,15,146,2624.26,4,5,5,455,0,0
13645,119,5,252.1,2,1,2,212,0,0
13647,9,78,1648.12,5,4,4,544,0,0
13649,256,23,346.6,1,2,2,122,1,2
13650,16,96,1836.34,4,4,4,444,0,0
13651,34,6,94.2,3,1,1,311,0,0
13652,45,63,1095.08,3,4,4,344,0,0
13654,42,166,2707.33,3,5,5,355,0,0
13655,113,56,932.97,2,3,3,233,0,0
13656,164,49,379.65,2,3,2,232,1,2
13657,10,16,382.14,5,2,2,522,0,0
13658,9,108,2639.17,5,4,5,545,0,0
13659,205,103,1563.0,1,4,4,144,1,2
13662,85,52,881.26,2,3,3,233,0,0
13663,178,13,189.47,2,1,1,211,1,2
13666,59,12,84.65,3,1,1,311,0,0
13667,148,83,299.05,2,4,2,242,1,2
13668,2,463,6309.83,5,5,5,555,0,0
13669,50,9,218.55,3,1,1,311,0,0
13670,74,25,349.7,2,2,2,222,0,0
13672,300,6,186.39,1,1,1,111,1,2
13673,18,60,387.44,4,4,2,442,0,0
13675,150,25,486.82,2,2,2,222,1,2
13678,151,16,232.6,2,2,1,221,1,2
13680,0,194,3719.12,5,5,5,555,0,0
13681,17,57,827.83,4,3,3,433,0,0
13682,186,3,59.5,1,1,1,111,1,2
13684,285,29,65.13,1,2,1,121,1,2
13685,2,39,3119.44,5,3,5,535,0,0
13686,182,8,72.0,1,1,1,111,1,2
13689,62,6,910.0,3,1,3,313,0,0
13690,58,9,172.25,3,1,1,311,0,0
13692,24,53,1488.32,4,3,4,434,0,0
13694,3,568,65039.62,5,5,5,555,0,0
13695,30,90,2504.13,4,4,5,445,0,0
13697,38,12,151.3,3,1,1,311,0,0
13699,154,14,308.58,2,1,2,212,1,2
13700,25,194,2248.63,4,5,5,455,0,0
13703,317,1,99.5,1,1,1,111,1,2
13704,4,134,2308.06,5,5,5,555,0,0
13705,7,28,711.86,5,2,3,523,0,0
13706,302,20,330.79,1,2,2,122,1,2
13707,266,48,806.41,1,3,3,133,1,2
13708,270,49,285.33,1,3,2,132,1,2
13709,3,335,6307.65,5,5,5,555,0,0
13710,31,8,180.48,4,1,1,411,0,0
13711,218,13,252.06,1,1,2,112,1,2
13712,246,10,228.84,1,1,1,111,1,2
13715,280,104,1077.39,1,4,4,144,1,2
13716,268,21,138.28,1,2,1,121,1,2
13717,31,102,1445.01,4,4,4,444,0,0
13718,245,12,306.55,1,1,2,112,1,2
13719,14,60,1041.68,4,4,4,444,0,0
13720,116,43,799.9,2,3,3,233,0,0
13721,35,28,524.14,3,2,3,323,0,0
13722,131,85,2375.41,2,4,5,245,0,2
13723,216,6,199.85,1,1,1,111,1,2
13725,49,104,1980.56,3,4,4,344,0,0
13726,38,42,1079.66,3,3,4,334,0,0
13727,28,20,333.48,4,2,2,422,0,0
13728,36,63,1016.14,3,4,4,344,0,0
13730,135,43,752.6,2,3,3,233,0,2
13731,218,38,610.59,1,3,3,133,1,2
13732,27,33,491.86,4,3,3,433,0,0
13735,24,195,2883.54,4,5,5,455,0,0
13736,4,190,729.8,5,5,3,553,0,0
13737,199,30,339.59999999999997,1,3,2,132,1,2
13739,17,3,216.9,4,1,1,411,0,0
13740,240,23,350.75,1,2,2,122,1,2
13741,71,34,668.43,3,3,3,333,0,0
13742,16,313,3107.87,4,5,5,455,0,0
13743,2,41,1341.6,5,3,4,534,0,0
13744,94,63,1080.52,2,4,4,244,0,0
13745,161,25,300.04,2,2,2,222,1,2
13747,373,1,79.6,1,1,1,111,1,2
13748,95,28,948.25,2,2,4,224,0,0
13750,53,24,1647.26,3,2,4,324,0,0
13751,287,9,296.25,1,1,2,112,1,2
13752,123,75,1175.38,2,4,4,244,0,0
13753,287,35,741.26,1,3,3,133,1,2
13754,151,12,282.6,2,1,2,212,1,2
13755,3,321,2108.06,5,5,5,555,0,0
13756,1,142,5189.52,5,5,5,555,0,0
13758,11,117,3190.55,5,4,5,545,0,0
13759,32,25,659.41,4,2,3,423,0,0
13760,53,57,286.79,3,3,2,332,0,0
13761,49,70,1070.65,3,4,4,344,0,0
13762,218,7,306.72,1,1,2,112,1,2
13763,62,15,1714.96,3,2,4,324,0,0
13764,70,207,1519.42,3,5,4,354,0,0
13767,1,368,17220.36,5,5,5,555,0,0
13769,1,135,2796.51,5,5,5,555,0,0
13771,63,119,2634.45,3,4,5,345,0,0
13772,33,173,1122.63,3,5,4,354,0,0
13774,81,22,345.0,2,2,2,222,0,0
13777,0,197,25977.16,5,5,5,555,0,0
13778,102,9,178.7,2,1,1,211,0,0
13780,6,57,360.01,5,3,2,532,0,0
13781,250,17,127.84,1,2,1,121,1,2
13782,12,113,908.86,5,4,3,543,0,0
13784,9,31,2462.79,5,3,5,535,0,0
13786,366,7,230.4,1,1,1,111,1,2
13787,75,31,309.04,2,3,2,232,0,0
13790,3,45,348.8,5,3,2,532,0,0
13791,127,11,1516.0,2,1,4,214,0,2
13792,65,13,195.55,3,1,1,311,0,0
13798,0,349,37153.85,5,5,5,555,0,0
13799,116,39,688.86,2,3,3,233,0,0
13800,309,33,558.3199999999999,1,3,3,133,1,2
13801,66,23,324.8,3,2,2,322,0,0
13802,138,60,4599.42,2,4,5,245,0,2
13803,254,17,277.07,1,2,2,122,1,2
13804,30,135,2588.39,4,5,5,455,0,0
13805,51,13,924.6,3,1,3,313,0,0
13806,63,10,256.38,3,1,2,312,0,0
13807,366,7,112.6,1,1,1,111,1,2
13808,5,76,1747.66,5,4,4,544,0,0
13809,304,12,155.05,1,1,1,111,1,2
13810,28,35,1499.01,4,3,4,434,0,0
13811,183,13,814.5,1,1,3,113,1,2
13812,41,36,539.0,3,3,3,333,0,0
13813,39,69,1366.86,3,4,4,344,0,0
13814,91,57,1579.12,2,3,4,234,0,0
13815,21,176,4027.36,4,5,5,455,0,0
13816,23,28,571.67,4,2,3,423,0,0
13817,28,24,382.98,4,2,2,422,0,0
13819,301,36,1140.35,1,3,4,134,1,2
13821,144,59,385.64,2,4,2,242,1,2
13822,5,96,632.0,5,4,3,543,0,0
13823,18,40,957.66,4,3,4,434,0,0
13824,32,46,1698.94,4,3,4,434,0,0
13826,175,10,189.5,2,1,1,211,1,2
13827,57,92,409.8,3,4,2,342,0,0
13828,21,15,209.49,4,2,1,421,0,0
13831,15,72,2198.45,4,4,5,445,0,0
13832,18,3,52.2,4,1,1,411,0,0
13833,158,28,383.85,2,2,2,222,1,2
13835,24,55,834.57,4,3,3,433,0,0
13837,211,18,266.59000000000003,1,2,2,122,1,2
13838,5,165,674.82,5,5,3,553,0,0
13841,252,1,85.0,1,1,1,111,1,2
13842,58,206,3385.62,3,5,5,355,0,0
13844,10,20,361.62,5,2,2,522,0,0
13845,64,9,312.98,3,1,2,312,0,0
13846,24,55,865.06,4,3,3,433,0,0
13848,91,5,1255.0,2,1,4,214,0,0
13849,51,101,1537.95,3,4,4,344,0,0
13850,128,93,1595.48,2,4,4,244,0,2
13851,95,81,2651.46,2,4,5,245,0,0
13853,56,23,1090.14,3,2,4,324,0,0
13854,8,110,8109.52,5,4,5,545,0,0
13856,168,14,388.5,2,1,2,212,1,2
13858,56,11,216.17,3,1,1,311,0,0
13859,325,28,201.16,1,2,1,121,1,2
13860,0,76,1245.9,5,4,4,544,0,0
13862,17,139,2209.36,4,5,5,455,0,0
13863,247,20,305.78,1,2,2,122,1,2
13865,57,30,501.56,3,3,3,333,0,0
13866,73,7,145.67,2,1,1,211,0,0
13867,30,60,1005.09,4,4,4,444,0,0
13868,6,33,3192.54,5,3,5,535,0,0
13869,122,304,3083.65,2,5,5,255,0,0
13870,1,115,2770.94,5,4,5,545,0,0
13871,22,336,6403.25,4,5,5,455,0,0
13873,119,23,389.6,2,2,2,222,0,0
13874,357,18,540.45,1,2,3,123,1,2
13875,53,104,1786.79,3,4,4,344,0,0
13876,63,7,122.7,3,1,1,311,0,0
13877,85,3,117.24,2,1,1,211,0,0
13878,54,35,1271.5700000000002,3,3,4,334,0,0
13880,20,165,3219.77,4,5,5,455,0,0
13881,3,178,17159.52,5,5,5,555,0,0
13882,2,65,1191.13,5,4,4,544,0,0
13883,10,142,2674.48,5,5,5,555,0,0
13884,6,59,787.6,5,4,3,543,0,0
13885,188,28,506.8,1,2,3,123,1,2
13886,70,16,243.56,3,2,1,321,0,0
13887,203,19,349.55,1,2,2,122,1,2
13888,119,39,595.67,2,3,3,233,0,2
13889,92,15,416.9,2,2,2,222,0,0
13890,0,110,1883.81,5,4,4,544,0,0
13892,26,27,632.97,4,2,3,423,0,0
13893,297,21,821.1,1,2,3,123,1,2
13894,23,27,564.62,4,2,3,423,0,0
13895,27,118,2593.07,4,4,5,445,0,0
13897,49,17,311.16,3,2,2,322,0,0
13898,325,12,155.93,1,1,1,111,1,2
13899,15,19,388.52,4,2,2,422,0,0
13900,182,43,740.95,1,3,3,133,1,2
13901,71,149,2867.2000000000003,3,5,5,355,0,0
13904,36,26,332.64,3,2,2,322,0,0
13908,79,122,2369.55,2,5,5,255,0,0
13911,56,148,2580.91,3,5,5,355,0,0
13914,11,33,626.45,5,3,3,533,0,0
13917,49,18,272.04,3,2,2,322,0,0
13918,49,30,1212.84,3,3,4,334,0,0
13919,58,28,384.81,3,2,2,322,0,0
13922,351,7,172.25,1,1,1,111,1,2
13923,53,20,351.13000000000005,3,2,2,322,0,0
13924,1,117,1838.85,5,4,4,544,0,0
13925,92,41,678.25,2,3,3,233,0,0
13926,22,11,223.85,4,1,1,411,0,0
13927,74,21,348.99,2,2,2,222,0,0
13928,10,27,464.57,5,2,2,522,0,0
13929,168,9,842.65,2,1,3,213,1,2
13930,57,17,337.34,3,2,2,322,0,0
13931,95,58,1237.53,2,4,4,244,0,0
13932,294,16,307.4,1,2,2,122,1,2
13933,108,23,608.79,2,2,3,223,0,0
13934,263,31,922.1,1,3,3,133,1,2
13936,179,26,376.58,1,2,2,122,1,2
13937,168,9,158.85,2,1,1,211,1,2
13938,34,7,71.66,3,1,1,311,0,0
