CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
13273,112,16,138.98,2,2,1,221
13276,63,30,590.9300000000001,3,3,3,333
13277,15,8,258.4,4,1,2,412
13278,40,46,542.73,3,3,3,333
13279,77,9,137.75,2,1,1,211
13280,121,82,798.46,2,4,3,243
13282,17,37,1132.14,4,3,4,434
13283,59,7,93.66,3,1,1,311
13284,330,13,201.19,1,1,1,111
13285,22,187,2709.12,4,5,5,455
13291,155,42,361.11,2,3,2,232
13292,38,31,578.9399999999999,3,3,3,333
13294,189,54,873.74,1,3,3,133
13295,359,10,201.2,1,1,1,111
13296,136,5,87.4,2,1,1,211
13297,7,59,2089.85,5,4,5,545
13298,0,2,360.0,5,1,2,512
13299,267,5,142.5,1,1,1,111
13300,168,20,371.89,2,2,2,222
13301,103,81,618.09,2,4,3,243
13302,154,1,63.75,2,1,1,211
13304,350,21,300.42,1,2,2,122
13305,3,81,2000.86,5,4,4,544
13307,119,1,15.0,2,1,1,211
13308,22,54,1385.51,4,3,4,434
13309,6,107,1456.79,5,4,4,544
13310,27,72,1132.03,4,4,4,444
13311,3,26,598.57,5,2,3,523
13313,21,78,1555.3200000000002,4,4,4,444
13314,1,62,775.9399999999999,5,4,3,543
13316,36,86,5732.93,3,4,5,345
13317,65,124,2273.68,3,5,5,355
13318,0,20,640.76,5,2,3,523
13319,4,476,10845.55,5,5,5,555
13320,77,105,1532.2,2,4,4,244
13321,71,11,567.36,3,1,3,313
13322,16,25,199.48000000000002,4,2,1,421
13323,2,21,787.85,5,2,3,523
13324,35,75,7121.95,3,4,5,345
13325,81,12,675.3,2,1,3,213
13327,38,108,3627.77,3,4,5,345
13328,315,17,1308.48,1,2,4,124
13329,31,17,789.0,4,2,3,423
13330,92,53,1140.93,2,3,4,234
13332,13,21,350.9,4,2,2,422
13334,81,265,3502.32,2,5,5,255
13336,76,51,795.12,2,3,3,233
13338,157,19,487.02,2,2,2,222
13339,200,54,860.12,1,3,3,133
13340,44,134,10736.48,3,5,5,355
13341,260,42,775.85,1,3,3,133
13343,177,19,353.43,2,2,2,222
13344,67,116,2511.69,3,4,5,345
13345,287,20,389.5,1,2,2,122
13347,69,8,341.35999999999996,3,1,2,312
13348,63,14,233.76,3,1,1,311
13349,10,16,247.32,5,2,1,521
13350,15,40,979.12,4,3,4,434
13351,65,16,373.94,3,2,2,322
13352,59,24,397.98,3,2,2,322
13354,70,51,743.53,3,3,3,333
13355,121,32,674.7,2,3,3,233
13356,79,42,768.24,2,3,3,233
13357,256,89,609.4,1,4,3,143
13358,268,29,439.03,1,2,2,122
13359,63,23,439.56,3,2,2,322
13362,8,166,3090.7400000000002,5,5,5,555
13363,17,60,992.5,4,4,4,444
13364,70,10,134.95999999999998,3,1,1,311
13365,33,128,2225.37,3,5,5,355
13366,49,1,56.16,3,1,1,311
13368,256,29,623.4,1,2,3,123
13369,365,14,308.28000000000003,1,1,2,112
13370,371,39,754.87,1,3,3,133
13372,89,23,378.64,2,2,2,222
13373,60,158,3312.25,3,5,5,355
13375,88,37,778.65,2,3,3,233
13376,98,53,1019.76,2,3,4,234
13379,25,97,572.56,4,4,3,443
13381,31,172,3639.31,4,5,5,455
13382,280,15,222.99,1,2,1,121
13384,30,152,4151.93,4,5,5,455
13385,329,35,534.57,1,3,3,133
13388,130,35,677.1,2,3,3,233
13389,10,51,797.96,5,3,3,533
13390,74,13,544.08,2,1,3,213
13391,203,1,59.8,1,1,1,111
13394,1,155,2520.02,5,5,5,555
13395,184,21,307.72,1,2,2,122
13396,28,43,1360.99,4,3,4,434
13397,72,38,1544.13,2,3,4,234
13398,191,26,457.34,1,2,2,122
13402,126,39,621.23,2,3,3,233
13403,17,3,75.0,4,1,1,411
13404,0,11,252.49,5,1,2,512
13405,73,27,572.451,2,2,3,223
13408,1,478,28117.04,5,5,5,555
13410,23,28,1003.06,4,2,4,424
13411,106,18,213.55,2,2,1,221
13414,133,24,1390.5,2,2,4,224
13416,43,19,712.5,3,2,3,323
13417,4,28,640.83,5,2,3,523
13418,11,304,6127.43,5,5,5,555
13419,63,16,221.06,3,2,1,321
13420,149,8,159.85,2,1,1,211
13421,39,102,1833.71,3,4,4,344
13422,63,127,2626.3,3,5,5,355
13425,107,78,1624.21,2,4,4,244
13426,0,157,3641.32,5,5,5,555
13427,18,29,582.6,4,2,3,423
13428,9,71,201.78,5,4,1,541
13429,10,67,1006.8,5,4,4,544
13430,18,49,679.4499999999999,4,3,3,433
13431,66,46,1269.1,3,3,4,334
13434,73,10,534.24,2,1,3,213
13435,4,101,3809.89,5,4,5,545
13436,1,12,196.89,5,1,1,511
13437,13,167,3408.06,4,5,5,455
13439,254,54,283.71,1,3,2,132
13441,91,13,296.64,2,1,2,212
13447,22,59,1129.14,4,4,4,444
13448,16,194,3534.69,4,5,5,455
13449,23,19,291.88,4,2,2,422
13450,26,71,2043.72,4,4,4,444
13451,25,433,2898.2599999999998,4,5,5,455
13452,258,2,590.0,1,1,3,113
13453,165,17,356.97999999999996,2,2,2,222
13455,24,46,1058.34,4,3,4,434
13456,17,63,1766.72,4,4,4,444
13458,6,382,9646.57,5,5,5,555
13460,28,17,183.44,4,2,1,421
13461,38,27,1445.0,3,2,4,324
13462,252,9,151.5,1,1,1,111
13464,57,41,674.68,3,3,3,333
13466,183,17,307.90000000000003,1,2,2,122
13467,10,98,1071.91,5,4,4,544
13468,1,302,5704.97,5,5,5,555
13470,98,10,165.0,2,1,1,211
13471,0,254,2501.84,5,5,5,555
13473,60,21,422.64,3,2,2,322
13474,235,62,226.84,1,4,1,141
13475,190,86,1431.78,1,4,4,144
13476,178,58,1238.47,2,4,4,244
13477,37,79,1454.58,3,4,4,344
13479,200,15,300.95,1,2,2,122
13481,45,109,1804.56,3,4,4,344
13482,231,11,184.64,1,1,1,111
13483,65,10,140.34,3,1,1,311
13484,240,8,313.8,1,1,2,112
13485,232,23,454.24,1,2,2,122
13486,77,69,1122.4099999999999,2,4,4,244
13487,57,34,575.4,3,3,3,333
13488,16,422,8968.31,4,5,5,455
13489,104,14,449.52,2,1,2,212
13491,51,86,1215.82,3,4,4,344
13492,135,50,1269.84,2,3,4,234
13493,274,8,618.63,1,1,3,113
13494,311,18,316.26,1,2,2,122
13495,7,48,2044.87,5,3,4,534
13496,10,35,653.33,5,3,3,533
13497,282,19,348.05,1,2,2,122
13499,17,42,1159.11,4,3,4,434
13500,22,65,1166.77,4,4,4,444
13501,287,52,1340.32,1,3,4,134
13502,16,18,292.0,4,2,2,422
13503,70,17,216.85,3,2,1,321
13504,63,22,295.93,3,2,2,322
13505,72,215,4393.63,2,5,5,255
13506,315,26,458.52,1,2,2,122
13507,2,162,2479.16,5,5,5,555
13508,243,12,110.97,1,1,1,111
13509,8,44,979.72,5,3,4,534
13510,0,115,1791.56,5,4,4,544
13512,260,15,251.21,1,2,2,122
13513,126,10,205.1,2,1,1,211
13514,73,4,152.20000000000005,2,1,1,211
13515,72,59,891.12,2,4,3,243
13516,20,44,1389.41,4,3,4,434
13517,59,141,2128.42,3,5,5,355
13518,85,36,627.16,2,3,3,233
13519,77,8,122.75,2,1,1,211
13520,58,93,3624.35,3,4,5,345
13521,0,418,1071.73,5,5,4,554
13522,29,5,125.8,4,1,1,411
13523,32,172,3964.88,4,5,5,455
13524,40,27,680.1800000000001,3,2,3,323
13525,14,6,628.78,4,1,3,413
13527,33,217,2242.36,3,5,5,355
13529,78,15,307.76,2,2,2,222
13531,204,22,483.8,1,2,2,122
13532,33,66,210.31,3,4,1,341
13533,182,75,269.09,1,4,2,142
13534,1,296,5870.08,5,5,5,555
13536,0,178,3444.39,5,5,5,555
13538,42,25,1280.85,3,2,4,324
13539,85,37,631.34,2,3,3,233
13544,39,78,276.06,3,4,2,342
13546,11,97,621.09,5,4,3,543
13548,95,123,678.16,2,5,3,253
13549,25,51,918.2,4,3,3,433
13551,318,4,91.80000000000001,1,1,1,111
13552,65,109,3740.07,3,4,5,345
13555,73,135,4098.88,2,5,5,255
13557,27,34,584.06,4,3,3,433
13558,5,169,594.52,5,5,3,553
13560,6,32,171.42000000000002,5,3,1,531
13561,215,14,141.85999999999999,1,1,1,111
13562,81,82,1799.33,2,4,4,244
13563,83,49,777.53,2,3,3,233
13564,143,81,1724.67,2,4,4,244
13565,18,38,240.22,4,3,1,431
13566,40,169,856.84,3,5,3,353
13568,172,43,187.05,2,3,1,231
13569,16,79,338.62,4,4,2,442
13570,242,27,239.49,1,2,1,121
13571,12,340,2088.94,5,5,5,555
13572,205,33,1384.25,1,3,4,134
13573,49,25,290.25,3,2,2,322
13575,22,46,732.07,4,3,3,433
13576,9,126,6717.34,5,5,5,555
13577,24,83,1687.6000000000001,4,4,4,444
13579,14,23,467.03999999999996,4,2,2,422
13581,308,10,118.0,1,1,1,111
13583,155,53,781.03,2,3,3,233
13584,306,24,142.4,1,2,1,121
13587,63,8,712.4,3,1,3,313
13588,15,174,2478.95,4,5,5,455
13589,14,21,379.65,4,2,2,422
13590,10,87,1981.92,5,4,4,544
13591,64,58,1117.13,3,4,4,344
13592,35,16,247.95999999999998,3,2,1,321
13593,107,127,2011.88,2,5,4,254
13594,52,26,396.97,3,2,2,322
13596,5,146,664.11,5,5,3,553
13598,46,35,160.04,3,3,1,331
13599,0,246,5149.92,5,5,5,555
13600,311,19,219.51999999999998,1,2,1,121
13601,44,99,693.3199999999999,3,4,3,343
13602,64,23,428.89,3,2,2,322
13603,25,27,164.34,4,2,1,421
13606,28,40,276.75,4,3,2,432
13607,39,97,675.51,3,4,3,343
13610,11,215,1082.33,5,5,4,554
13611,88,72,1154.4,2,4,4,244
13614,23,195,1585.46,4,5,4,454
13615,318,23,417.69,1,2,2,122
13617,39,44,544.18,3,3,3,333
13618,173,13,177.34,2,1,1,211
13621,116,19,213.85,2,2,1,221
13623,30,78,727.74,4,4,3,443
13626,252,19,257.23,1,2,2,122
13627,58,92,1638.47,3,4,4,344
13629,22,59,7792.36,4,4,5,445
13630,4,71,2031.78,5,4,4,544
13631,99,11,3070.42,2,1,5,215
13632,24,145,2118.93,4,5,5,455
13634,32,186,1547.36,4,5,4,454
13635,67,62,1071.03,3,4,4,344
13636,36,63,949.12,3,4,4,344
13637,51,99,804.3,3,4,3,343
13638,15,8,122.64,4,1,1,411
13639,73,40,1033.34,2,3,4,234
13642,215,57,312.28,1,3,2,132
13643,30,28,519.44,4,2,3,423
13644,15,146,2624.26,4,5,5,455
13645,119,5,252.1,2,1,2,212
13647,9,78,1648.1200000000001,5,4,4,544
13649,256,23,346.6,1,2,2,122
13650,16,96,1836.3400000000001,4,4,4,444
13651,34,6,94.2,3,1,1,311
13652,45,63,1095.08,3,4,4,344
13654,42,166,2707.33,3,5,5,355
13655,113,56,932.97,2,3,3,233
13656,164,49,379.65,2,3,2,232
13657,10,16,382.14,5,2,2,522
13658,9,108,2639.17,5,4,5,545
13659,205,103,1563.0,1,4,4,144
13662,85,52,881.26,2,3,3,233
13663,178,13,189.47,2,1,1,211
13666,59,12,84.65,3,1,1,311
13667,148,83,299.05,2,4,2,242
13668,2,463,6309.83,5,5,5,555
13669,50,9,218.55,3,1,1,311
13670,74,25,349.7,2,2,2,222
13672,300,6,186.39,1,1,1,111
13673,18,60,387.44,4,4,2,442
13675,150,25,486.82,2,2,2,222
13678,151,16,232.6,2,2,1,221
13680,0,194,3719.12,5,5,5,555
13681,17,57,827.83,4,3,3,433
13682,186,3,59.5,1,1,1,111
13684,285,29,65.13,1,2,1,121
13685,2,39,3119.44,5,3,5,535
13686,182,8,72.0,1,1,1,111
13689,62,6,910.0,3,1,3,313
13690,58,9,172.25,3,1,1,311
13692,24,53,1488.32,4,3,4,434
13694,3,568,65039.62,5,5,5,555
13695,30,90,2504.13,4,4,5,445
13697,38,12,151.3,3,1,1,311
13699,154,14,308.58,2,1,2,212
13700,25,194,2248.63,4,5,5,455
13703,317,1,99.5,1,1,1,111
13704,4,134,2308.06,5,5,5,555
13705,7,28,711.86,5,2,3,523
13706,302,20,330.79,1,2,2,122
13707,266,48,806.41,1,3,3,133
13708,270,49,285.33,1,3,2,132
13709,3,335,6307.65,5,5,5,555
13710,31,8,180.48,4,1,1,411
13711,218,13,252.06,1,1,2,112
13712,246,10,228.84,1,1,1,111
13715,280,104,1077.39,1,4,4,144
13716,268,21,138.28,1,2,1,121
13717,31,102,1445.01,4,4,4,444
13718,245,12,306.55,1,1,2,112
13719,14,60,1041.68,4,4,4,444
13720,116,43,799.9,2,3,3,233
13721,35,28,524.14,3,2,3,323
13722,131,85,2375.41,2,4,5,245
13723,216,6,199.85,1,1,1,111
13725,49,104,1980.56,3,4,4,344
13726,38,42,1079.66,3,3,4,334
13727,28,20,333.48,4,2,2,422
13728,36,63,1016.14,3,4,4,344
13730,135,43,752.6,2,3,3,233
13731,218,38,610.59,1,3,3,133
13732,27,33,491.86,4,3,3,433
13735,24,195,2883.54,4,5,5,455
13736,4,190,729.8,5,5,3,553
13737,199,30,339.59999999999997,1,3,2,132
13739,17,3,216.9,4,1,1,411
13740,240,23,350.75,1,2,2,122
13741,71,34,668.43,3,3,3,333
13742,16,313,3107.87,4,5,5,455
13743,2,41,1341.6,5,3,4,534
13744,94,63,1080.52,2,4,4,244
13745,161,25,300.04,2,2,2,222
13747,373,1,79.6,1,1,1,111
13748,95,28,948.25,2,2,4,224
13750,53,24,1647.26,3,2,4,324
13751,287,9,296.25,1,1,2,112
13752,123,75,1175.38,2,4,4,244
13753,287,35,741.26,1,3,3,133
13754,151,12,282.6,2,1,2,212
13755,3,321,2108.06,5,5,5,555
13756,1,142,5189.52,5,5,5,555
13758,11,117,3190.55,5,4,5,545
13759,32,25,659.41,4,2,3,423
13760,53,57,286.79,3,3,2,332
13761,49,70,1070.65,3,4,4,344
13762,218,7,306.72,1,1,2,112
13763,62,15,1714.96,3,2,4,324
13764,70,207,1519.42,3,5,4,354
13767,1,368,17220.36,5,5,5,555
13769,1,135,2796.5099999999998,5,5,5,555
13771,63,119,2634.45,3,4,5,345
13772,33,173,1122.63,3,5,4,354
13774,81,22,345.0,2,2,2,222
13777,0,197,25977.16,5,5,5,555
13778,102,9,178.7,2,1,1,211
13780,6,57,360.01,5,3,2,532
13781,250,17,127.84,1,2,1,121
13782,12,113,908.86,5,4,3,543
13784,9,31,2462.79,5,3,5,535
13786,366,7,230.4,1,1,1,111
13787,75,31,309.04,2,3,2,232
13790,3,45,348.8,5,3,2,532
13791,127,11,1516.0,2,1,4,214
13792,65,13,195.55,3,1,1,311
13798,0,349,37153.85,5,5,5,555
13799,116,39,688.86,2,3,3,233
13800,309,33,558.3199999999999,1,3,3,133
13801,66,23,324.8,3,2,2,322
13802,138,60,4599.42,2,4,5,245
13803,254,17,277.07,1,2,2,122
13804,30,135,2588.39,4,5,5,455
13805,51,13,924.5999999999999,3,1,3,313
13806,63,10,256.38,3,1,2,312
13807,366,7,112.6,1,1,1,111
13808,5,76,1747.66,5,4,4,544
13809,304,12,155.05,1,1,1,111
13810,28,35,1499.01,4,3,4,434
13811,183,13,814.5,1,1,3,113
13812,41,36,539.0,3,3,3,333
13813,39,69,1366.8600000000001,3,4,4,344
13814,91,57,1579.12,2,3,4,234
13815,21,176,4027.36,4,5,5,455
13816,23,28,571.67,4,2,3,423
13817,28,24,382.98,4,2,2,422
13819,301,36,1140.35,1,3,4,134
13821,144,59,385.64,2,4,2,242
13822,5,96,632.0,5,4,3,543
13823,18,40,957.66,4,3,4,434
13824,32,46,1698.94,4,3,4,434
13826,175,10,189.5,2,1,1,211
13827,57,92,409.8,3,4,2,342
13828,21,15,209.49,4,2,1,421
13831,15,72,2198.45,4,4,5,445
13832,18,3,52.2,4,1,1,411
13833,158,28,383.85,2,2,2,222
13835,24,55,834.57,4,3,3,433
13837,211,18,266.59000000000003,1,2,2,122
13838,5,165,674.82,5,5,3,553
13841,252,1,85.0,1,1,1,111
13842,58,206,3385.62,3,5,5,355
13844,10,20,361.62,5,2,2,522
13845,64,9,312.98,3,1,2,312
13846,24,55,865.06,4,3,3,433
13848,91,5,1255.0,2,1,4,214
13849,51,101,1537.95,3,4,4,344
13850,128,93,1595.48,2,4,4,244
13851,95,81,2651.46,2,4,5,245
13853,56,23,1090.14,3,2,4,324
13854,8,110,8109.5199999999995,5,4,5,545
13856,168,14,388.5,2,1,2,212
13858,56,11,216.17000000000002,3,1,1,311
13859,325,28,201.16,1,2,1,121
13860,0,76,1245.9,5,4,4,544
13862,17,139,2209.36,4,5,5,455
13863,247,20,305.78,1,2,2,122
13865,57,30,501.56,3,3,3,333
13866,73,7,145.67,2,1,1,211
13867,30,60,1005.09,4,4,4,444
13868,6,33,3192.54,5,3,5,535
13869,122,304,3083.65,2,5,5,255
13870,1,115,2770.94,5,4,5,545
13871,22,336,6403.25,4,5,5,455
13873,119,23,389.6,2,2,2,222
13874,357,18,540.45,1,2,3,123
13875,53,104,1786.79,3,4,4,344
13876,63,7,122.7,3,1,1,311
13877,85,3,117.24,2,1,1,211
13878,54,35,1271.5700000000002,3,3,4,334
13880,20,165,3219.77,4,5,5,455
13881,3,178,17159.52,5,5,5,555
13882,2,65,1191.1299999999999,5,4,4,544
13883,10,142,2674.48,5,5,5,555
13884,6,59,787.6,5,4,3,543
13885,188,28,506.8,1,2,3,123
13886,70,16,243.56,3,2,1,321
13887,203,19,349.55,1,2,2,122
13888,119,39,595.67,2,3,3,233
13889,92,15,416.90000000000003,2,2,2,222
13890,0,110,1883.81,5,4,4,544
13892,26,27,632.97,4,2,3,423
13893,297,21,821.1,1,2,3,123
13894,23,27,564.62,4,2,3,423
13895,27,118,2593.07,4,4,5,445
13897,49,17,311.16,3,2,2,322
13898,325,12,155.93,1,1,1,111
13899,15,19,388.52,4,2,2,422
13900,182,43,740.95,1,3,3,133
13901,71,149,2867.2000000000003,3,5,5,355
13904,36,26,332.64,3,2,2,322
13908,79,122,2369.55,2,5,5,255
13911,56,148,2580.91,3,5,5,355
13914,11,33,626.45,5,3,3,533
13917,49,18,272.04,3,2,2,322
13918,49,30,1212.8400000000001,3,3,4,334
13919,58,28,384.81,3,2,2,322
13922,351,7,172.25,1,1,1,111
13923,53,20,351.13000000000005,3,2,2,322
13924,1,117,1838.85,5,4,4,544
13925,92,41,678.25,2,3,3,233
13926,22,11,223.85000000000002,4,1,1,411
13927,74,21,348.99,2,2,2,222
13928,10,27,464.57,5,2,2,522
13929,168,9,842.65,2,1,3,213
13930,57,17,337.34,3,2,2,322
13931,95,58,1237.53,2,4,4,244
13932,294,16,307.4,1,2,2,122
13933,108,23,608.79,2,2,3,223
13934,263,31,922.1,1,3,3,133
13936,179,26,376.58,1,2,2,122
13937,168,9,158.85,2,1,1,211
13938,34,7,71.66,3,1,1,311
13939,22,45,568.55,4,3,3,433
13940,16,49,839.14,4,3,3,433
13941,21,45,5112.96,4,3,5,435
13946,78,11,561.57,2,1,3,213
13947,64,5,90.6,3,1,1,311
13948,360,3,102.0,1,1,1,111
13949,2,160,2427.32,5,5,5,555
13950,10,35,745.06,5,3,3,533
13951,175,39,674.45,2,3,3,233
13952,217,137,3251.071,1,5,5,155
13953,6,20,3515.68,5,2,5,525
13954,1,25,439.92,5,2,2,522
13955,153,33,322.96,2,3,2,232
13956,4,147,1019.27,5,5,4,554
13959,78,90,594.04,2,4,3,243
13960,20,12,230.22,4,1,1,411
13962,21,11,169.54999999999998,4,1,1,411
13963,307,35,664.54,1,3,3,133
13967,145,2,80.7,2,1,1,211
13969,6,619,9024.17,5,5,5,555
13971,18,149,2758.2599999999998,4,5,5,455
13972,70,15,190.25,3,2,1,321
13973,286,11,264.7,1,1,2,112
13974,48,28,413.59,3,2,2,322
13975,30,329,2461.2400000000002,4,5,5,455
13976,206,10,357.98,1,1,2,112
13978,14,15,196.79,4,2,1,421
13979,72,54,869.87,2,3,3,233
13980,59,11,200.14,3,1,1,311
13982,38,111,1871.81,3,4,4,344
13983,29,107,2603.43,4,4,5,445
13984,26,16,920.51,4,2,3,423
13985,3,349,7060.13,5,5,5,555
13986,16,13,320.46,4,1,2,412
13988,19,234,4147.96,4,5,5,455
13989,65,41,1266.08,3,3,4,334
13990,212,16,311.3,1,2,2,122
13991,11,82,852.88,5,4,3,543
13992,29,5,76.8,4,1,1,411
13993,42,121,3466.36,3,5,5,355
13994,3,148,2274.14,5,5,5,555
13995,14,86,1393.69,4,4,4,444
13999,9,208,3901.81,5,5,5,555
14000,210,15,635.66,1,2,3,123
14001,45,39,2043.0800000000002,3,3,4,334
14002,133,47,529.73,2,3,3,233
14004,42,171,4582.64,3,5,5,355
14005,9,84,2874.72,5,4,5,545
14006,115,30,962.19,2,3,4,234
14009,197,42,695.61,1,3,3,133
14012,277,11,328.8,1,1,2,112
14013,109,34,473.02,2,3,2,232
14014,76,39,505.18,2,3,3,233
14015,52,20,917.34,3,2,3,323
14016,161,161,4341.21,2,5,5,255
14019,46,66,1421.61,3,4,4,344
14020,16,39,642.8,4,3,3,433
14021,154,22,631.9,2,2,3,223
14022,224,28,440.0,1,2,2,122
14023,6,31,584.0699999999999,5,3,3,533
14024,121,16,327.7,2,2,2,222
14027,60,6,104.82,3,1,1,311
14029,62,15,467.66,3,2,2,322
14030,17,242,2358.84,4,5,5,455
14031,6,250,17286.86,5,5,5,555
14032,1,143,2975.59,5,5,5,555
14034,21,86,648.89,4,4,3,443
14035,28,66,1428.02,4,4,4,444
14036,284,38,626.65,1,3,3,133
14037,175,28,147.2,2,2,1,221
14038,77,92,1560.38,2,4,4,244
14039,32,6,152.2,4,1,1,411
14040,40,229,3560.32,3,5,5,355
14041,265,21,141.41,1,2,1,121
14044,26,206,646.42,4,5,3,453
14045,108,6,1659.75,2,1,4,214
14046,283,14,154.99,1,1,1,111
14047,8,32,1308.6100000000001,5,3,4,534
14048,304,85,409.93,1,4,2,142
14049,16,478,5578.72,4,5,5,455
14050,31,54,746.36,4,3,3,433
14051,0,210,15610.390000000001,5,5,5,555
14052,19,56,225.35999999999999,4,3,1,431
14053,123,4,260.25,2,1,2,212
14054,64,6,92.46,3,1,1,311
14055,105,10,725.6400000000001,2,1,3,213
14056,0,1088,8152.71,5,5,5,555
14057,23,283,6211.66,4,5,5,455
14059,266,8,183.6,1,1,1,111
14060,4,202,6140.42,5,5,5,555
14062,9,111,10464.85,5,4,5,545
14064,28,77,1334.34,4,4,4,444
14066,266,7,152.55,1,1,1,111
14067,63,52,374.7,3,3,2,332
14068,319,24,265.85,1,2,2,122
14071,3,323,1437.57,5,5,4,554
14073,31,13,151.04,4,1,1,411
14075,4,43,942.26,5,3,4,534
14076,128,44,118.67,2,3,1,231
14077,40,42,499.41999999999996,3,3,3,333
14078,101,65,1049.37,2,4,4,244
14079,124,12,375.1,2,1,2,212
14080,32,4,45.599999999999994,4,1,1,411
14081,301,150,921.62,1,5,3,153
14082,364,29,182.25,1,2,1,121
14083,3,177,1002.9,5,5,4,554
14085,1,448,4421.29,5,5,5,555
14087,2,68,191.47,5,4,1,541
14088,9,589,50491.81,5,5,5,555
14089,56,13,158.75,3,1,1,311
14090,324,1,76.32000000000001,1,1,1,111
14092,7,214,4076.9100000000003,5,5,5,555
14093,11,100,433.86,5,4,2,542
14096,3,5111,65164.79,5,5,5,555
14098,36,21,147.35,3,2,1,321
14099,15,250,3104.17,4,5,5,455
14100,137,25,191.95,2,2,1,221
14101,73,35,5976.79,2,3,5,235
14102,4,58,1105.8799999999999,5,4,4,544
14104,154,21,216.20999999999998,2,2,1,221
14105,238,74,1266.23,1,4,4,144
14107,51,123,2703.23,3,5,5,355
14108,30,34,597.91,4,3,3,433
14109,72,9,144.2,2,1,1,211
14110,3,155,5683.15,5,5,5,555
14111,13,10,692.8499999999999,4,1,3,413
14112,22,160,2915.15,4,5,5,455
14113,3,34,1840.42,5,3,4,534
14114,273,15,386.53,1,2,2,122
14116,19,72,1382.74,4,4,4,444
14117,143,3,90.0,2,1,1,211
14121,3,159,2780.15,5,5,5,555
14124,83,5,419.58,2,1,2,212
14125,10,166,2720.63,5,5,5,555
14126,7,15,706.13,5,2,3,523
14127,122,44,709.71,2,3,3,233
14128,60,46,637.5,3,3,3,333
14129,1,52,1123.86,5,3,4,534
14130,318,66,480.90999999999997,1,4,2,142
14132,1,200,3586.0299999999997,5,5,5,555
14133,129,28,605.64,2,2,3,223
14135,1,134,4690.31,5,5,5,555
14138,1,46,965.88,5,3,4,534
14139,45,26,415.82,3,2,2,322
14140,3,66,935.05,5,4,4,544
14141,2,40,915.13,5,3,3,533
14142,372,22,311.81,1,2,2,122
14143,133,7,115.8,2,1,1,211
14145,46,11,3742.2,3,1,5,315
14146,8,210,4191.0,5,5,5,555
14147,77,5,483.4,2,1,2,212
14148,233,3,157.2,1,1,1,111
14149,220,28,446.62,1,2,2,122
14150,35,26,658.64,3,2,3,323
14152,74,49,621.29,2,3,3,233
14154,238,52,1345.62,1,3,4,134
14155,265,6,118.75,1,1,1,111
14156,9,1395,117210.08,5,5,5,555
14157,19,46,424.89000000000004,4,3,2,432
14158,39,41,507.65999999999997,3,3,3,333
14159,19,1175,4630.35,4,5,5,455
14161,215,104,1097.62,1,4,4,144
14162,173,25,289.36,2,2,2,222
14163,86,52,2445.91,2,3,5,235
14164,70,29,1631.77,3,2,4,324
14165,275,24,120.44,1,2,1,121
14167,38,50,562.59,3,3,3,333
14171,97,58,363.79,2,4,2,242
14173,10,29,450.84000000000003,5,2,2,522
14174,32,26,134.46,4,2,1,421
14175,59,149,3222.3,3,5,5,355
14176,296,31,576.9000000000001,1,3,3,133
14177,85,41,549.46,2,3,3,233
14178,8,318,1600.26,5,5,4,554
14179,40,157,701.57,3,5,3,353
14180,10,240,4748.5199999999995,5,5,5,555
14184,66,24,452.89,3,2,2,322
14185,330,3,197.65,1,1,1,111
14188,30,65,2054.36,4,4,4,444
14189,1,265,4654.08,5,5,5,555
14191,1,259,4684.76,5,5,5,555
14193,67,42,853.39,3,3,3,333
14194,4,579,11349.52,5,5,5,555
14195,201,7,1012.0,1,1,4,114
14196,106,6,335.52,2,1,2,212
14198,17,39,701.4,4,3,3,433
14199,217,2,185.39999999999998,1,1,1,111
14201,59,37,747.44,3,3,3,333
14204,1,39,150.61,5,3,1,531
14205,16,24,466.7,4,2,2,422
14206,238,20,328.15999999999997,1,2,2,122
14208,94,10,151.74,2,1,1,211
14209,10,87,2073.43,5,4,5,545
14210,105,102,1905.84,2,4,4,244
14211,52,112,2241.1,3,4,5,345
14212,89,9,1070.48,2,1,4,214
14214,30,67,1004.38,4,4,4,444
14215,11,108,1789.72,5,4,4,544
14216,2,59,1839.3,5,4,4,544
14217,1,100,2004.98,5,4,4,544
14218,42,12,169.48,3,1,1,311
14219,3,7,89.94,5,1,1,511
14220,246,21,632.4,1,2,3,123
14221,41,193,3432.8,3,5,5,355
14222,176,41,683.17,2,3,3,233
14223,91,60,991.13,2,4,4,244
14224,109,113,1009.73,2,4,4,244
14226,28,66,2214.79,4,4,5,445
14227,25,175,3350.96,4,5,5,455
14229,51,40,1547.2,3,3,4,334
14231,183,50,925.71,1,3,3,133
14232,42,115,2048.07,3,4,4,344
14233,48,35,1462.72,3,3,4,334
14234,21,147,754.12,4,5,3,453
14235,74,79,3144.86,2,4,5,245
14236,80,15,490.86,2,2,3,223
14237,372,9,161.0,1,1,1,111
14238,325,8,146.85,1,1,1,111
14239,42,112,2380.85,3,4,5,345
14240,29,42,890.34,4,3,3,433
14241,183,10,213.70000000000002,1,1,1,111
14242,234,16,280.55,1,2,2,122
14243,8,141,2588.77,5,5,5,555
14245,219,108,1693.45,1,4,4,144
14246,110,75,1474.06,2,4,4,244
14247,277,20,136.77,1,2,1,121
14248,317,8,302.58,1,1,2,112
14250,6,111,1904.05,5,4,4,544
